.0000, 4.9852E+00, 0.0000E+00
.0010, 4.7888E+00, 1.2279E-03
.0019, 4.9803E+00, 0.0000E+00
.0029, 5.0012E+00, 0.0000E+00
.0039, 4.7348E+00, 3.6837E-03
.0049, 4.9767E+00, 1.2279E-03
.0058, 4.9410E+00, 0.0000E+00
.0068, 4.9644E+00, 0.0000E+00
.0078, 4.9902E+00, 0.0000E+00
.0087, 4.9828E+00,-1.2279E-03
.0097, 4.9472E+00, 0.0000E+00
.0107, 4.9128E+00,-1.2279E-03
.0117, 4.9975E+00, 1.2279E-03
.0126, 5.0405E+00,-1.2279E-03
.0136, 4.9337E+00, 1.2279E-03
.0146, 4.9644E+00, 0.0000E+00
.0156, 4.9558E+00, 0.0000E+00
.0165, 4.9533E+00, 0.0000E+00
.0175, 4.9889E+00, 0.0000E+00
.0185, 4.9386E+00, 0.0000E+00
.0194, 4.9730E+00, 0.0000E+00
.0204, 4.9079E+00, 0.0000E+00
.0214, 4.9472E+00, 0.0000E+00
.0224, 4.9988E+00, 1.2279E-03
.0233, 4.9410E+00, 0.0000E+00
.0243, 4.9656E+00, 1.2279E-03
.0253, 4.9668E+00, 1.2279E-03
.0262, 4.9435E+00,-1.2279E-03
.0272, 5.0258E+00, 0.0000E+00
.0282, 4.9386E+00,-1.2279E-03
.0292, 5.1964E+00, 0.0000E+00
.0301, 4.9644E+00, 0.0000E+00
.0311, 4.9361E+00, 0.0000E+00
.0321, 4.9938E+00, 0.0000E+00
.0331, 4.9374E+00, 0.0000E+00
.0340, 4.9889E+00, 0.0000E+00
.0350, 4.9263E+00, 1.2279E-03
.0360, 4.9324E+00, 0.0000E+00
.0369, 5.1645E+00, 0.0000E+00
.0379, 4.8170E+00,-2.4558E-03
.0389, 4.9582E+00, 0.0000E+00
.0399, 4.9582E+00, 0.0000E+00
.0408, 4.9288E+00, 0.0000E+00
.0418, 4.9840E+00, 0.0000E+00
.0428, 4.9558E+00, 0.0000E+00
.0437, 4.9312E+00, 1.2279E-03
.0447, 5.0037E+00, 0.0000E+00
.0457, 4.7753E+00, 0.0000E+00
.0467, 4.9865E+00, 0.0000E+00
.0476, 4.9607E+00,-1.2279E-03
.0486, 4.9767E+00, 1.2279E-03
.0496, 5.0135E+00,-2.4558E-03
.0506, 4.9349E+00, 0.0000E+00
.0515, 5.0209E+00, 0.0000E+00
.0525, 4.9202E+00, 0.0000E+00
.0535, 4.9705E+00, 0.0000E+00
.0544, 5.0822E+00,-1.2279E-03
.0554, 4.9460E+00, 0.0000E+00
.0564, 4.9717E+00, 0.0000E+00
.0574, 4.9533E+00, 0.0000E+00
.0583, 4.9607E+00, 0.0000E+00
.0593, 5.0073E+00, 0.0000E+00
.0603, 4.8625E+00, 1.2279E-03
.0612, 5.0209E+00, 1.2279E-03
.0622, 4.8846E+00, 0.0000E+00
.0632, 4.9767E+00, 0.0000E+00
.0642, 5.0123E+00, 0.0000E+00
.0651, 4.9533E+00, 2.4558E-03
.0661, 4.9693E+00, 1.2279E-03
.0671, 4.9005E+00, 0.0000E+00
.0681, 4.9042E+00, 0.0000E+00
.0690, 5.0110E+00, 0.0000E+00
.0700, 4.9288E+00,-1.2279E-03
.0710, 5.0638E+00, 0.0000E+00
.0719, 4.9558E+00, 0.0000E+00
.0729, 4.9374E+00, 0.0000E+00
.0739, 4.9730E+00, 0.0000E+00
.0749, 4.9509E+00, 0.0000E+00
.0758, 5.0945E+00, 0.0000E+00
.0768, 4.9435E+00, 0.0000E+00
.0778, 4.9865E+00, 0.0000E+00
.0788, 5.1240E+00,-2.4558E-03
.0797, 4.8060E+00, 0.0000E+00
.0807, 4.9852E+00, 1.2279E-03
.0817, 4.9656E+00, 0.0000E+00
.0826, 4.9374E+00, 0.0000E+00
.0836, 4.9852E+00, 0.0000E+00
.0846, 4.8846E+00, 0.0000E+00
.0856, 4.9742E+00, 0.0000E+00
.0865, 4.9631E+00, 0.0000E+00
.0875, 4.8858E+00, 0.0000E+00
.0885, 4.9926E+00,-1.2279E-03
.0894, 4.9484E+00, 0.0000E+00
.0904, 4.9668E+00, 0.0000E+00
.0914, 4.9619E+00, 0.0000E+00
.0924, 4.9361E+00, 1.2279E-03
.0933, 5.0319E+00, 0.0000E+00
.0943, 4.9877E+00,-1.2279E-03
.0953, 4.9767E+00, 0.0000E+00
.0963, 5.0921E+00,-1.2279E-03
.0972, 4.9226E+00, 1.2279E-03
.0982, 4.9816E+00, 1.2279E-03
.0992, 4.9533E+00,-2.4558E-03
.1001, 4.9558E+00, 0.0000E+00
.1011, 4.9742E+00, 0.0000E+00
.1021, 4.9103E+00, 0.0000E+00
.1031, 4.9779E+00, 0.0000E+00
.1040, 4.7802E+00, 1.2279E-03
.1050, 4.9582E+00, 0.0000E+00
.1060, 5.0012E+00, 0.0000E+00
.1069, 4.9263E+00, 0.0000E+00
.1079, 4.9656E+00, 0.0000E+00
.1089, 4.9312E+00, 0.0000E+00
.1099, 4.9742E+00, 0.0000E+00
.1108, 5.0663E+00,-2.4558E-03
.1118, 4.9189E+00, 0.0000E+00
.1128, 5.1461E+00,-1.2279E-03
.1137, 4.9607E+00, 0.0000E+00
.1147, 4.9754E+00, 0.0000E+00
.1157, 4.9963E+00, 0.0000E+00
.1167, 4.9410E+00, 0.0000E+00
.1176, 4.9951E+00,-1.2279E-03
.1186, 4.9533E+00, 0.0000E+00
.1196, 4.9828E+00, 0.0000E+00
.1206, 5.1289E+00,-2.4558E-03
.1215, 4.9251E+00, 1.2279E-03
.1225, 4.9644E+00, 0.0000E+00
.1235, 4.9435E+00,-1.2279E-03
.1244, 4.9251E+00, 0.0000E+00
.1254, 4.9558E+00, 0.0000E+00
.1264, 4.9103E+00, 1.2279E-03
.1274, 5.1142E+00,-1.2279E-03
.1283, 4.9226E+00,-1.2279E-03
.1293, 4.8146E+00, 2.4558E-03
.1303, 4.9975E+00, 0.0000E+00
.1313, 4.9361E+00, 0.0000E+00
.1322, 4.9644E+00, 0.0000E+00
.1332, 4.9644E+00, 0.0000E+00
.1342, 4.9337E+00, 0.0000E+00
.1351, 5.0098E+00, 0.0000E+00
.1361, 4.9582E+00, 0.0000E+00
.1371, 5.0123E+00, 0.0000E+00
.1381, 4.8453E+00, 0.0000E+00
.1390, 4.9251E+00, 2.4558E-03
.1400, 4.9840E+00, 0.0000E+00
.1410, 4.9545E+00,-1.2279E-03
.1419, 4.9705E+00, 1.2279E-03
.1429, 4.9693E+00, 2.4558E-03
.1439, 4.9803E+00, 0.0000E+00
.1449, 4.9951E+00, 0.0000E+00
